DATAFLOW,LAST UPDATE,freq,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Malta,2022-S2,792,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Malta,2023-S1,835,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Malta,2023-S2,835,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Malta,2024-S1,925,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Malta,2024-S2,925,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Malta,2025-S1,961,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Malta,2025-S2,961,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Malta,2026-S1,994,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2020-S2,1680,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2021-S1,1685,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2021-S2,1701,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2022-S1,1725,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2022-S2,1756,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2023-S1,1934,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2023-S2,1995,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2024-S1,2070,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2024-S2,2134,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2025-S1,2193,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2025-S2,2246,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Netherlands,2026-S1,2295,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2020-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2021-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2021-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2022-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2022-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2023-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2023-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2024-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2024-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2025-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2025-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Norway,2026-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2020-S2,583,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2021-S1,614,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2021-S2,619,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2022-S1,655,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2022-S2,642,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2023-S1,746,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2023-S2,811,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2024-S1,978,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2024-S2,998,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2025-S1,1091,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2025-S2,1100,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Poland,2026-S1,1139,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2020-S2,741,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2021-S1,776,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2021-S2,776,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2022-S1,823,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2022-S2,823,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2023-S1,887,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2023-S2,887,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2024-S1,957,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2024-S2,957,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2025-S1,1015,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2025-S2,1015,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Portugal,2026-S1,1073,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2020-S2,461,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2021-S1,458,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2021-S2,467,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2022-S1,515,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2022-S2,516,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2023-S1,606,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2023-S2,604,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2024-S1,663,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2024-S2,743,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2025-S1,814,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2025-S2,797,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Romania,2026-S1,795,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2020-S2,344,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2021-S1,366,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2021-S2,366,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2022-S1,401,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2022-S2,402,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2023-S1,460,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2023-S2,461,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2024-S1,544,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2024-S2,544,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2025-S1,619,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2025-S2,618,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Serbia,2026-S1,744,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2020-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2021-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2021-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2022-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2022-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2023-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2023-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2024-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2024-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2025-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2025-S2,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Sweden,2026-S1,,m,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2020-S2,941,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2021-S1,1024,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2021-S2,1024,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2022-S1,1074,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2022-S2,1074,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2023-S1,1203,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2023-S2,1203,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2024-S1,1254,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2024-S2,1254,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2025-S1,1278,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2025-S2,1278,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovenia,2026-S1,1278,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2020-S2,580,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2021-S1,623,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2021-S2,623,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2022-S1,646,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2022-S2,646,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2023-S1,700,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2023-S2,700,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2024-S1,750,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2024-S2,750,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2025-S1,816,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2025-S2,816,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Slovakia,2026-S1,915,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2020-S2,383,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2021-S1,393,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2021-S2,347,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2022-S1,328,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2022-S2,374,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2023-S1,501,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2023-S2,474,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2024-S1,613,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2024-S2,568,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2025-S1,708,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2025-S2,558,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Türkiye,2026-S1,654,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2020-S2,158,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2021-S1,173,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2021-S2,186,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2022-S1,210,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2022-S2,211,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2023-S1,172,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2023-S2,168,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2024-S1,168,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2024-S2,185,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2025-S1,182,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2025-S2,164,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,Ukraine,2026-S1,173,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United Kingdom,2020-S2,1583,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2020-S2,1122,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2021-S1,1024,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2021-S2,1057,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2022-S1,1110,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2022-S2,1210,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2023-S1,1178,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2023-S2,1157,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2024-S1,1137,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2024-S2,1174,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2025-S1,1210,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2025-S2,1072,,
ESTAT:TPS00155(1.0),30/01/26 11:00:00,"Half-yearly, semesterly",Euro,United States,2026-S1,1070,,
